100	1.0000		
101	1.0000		
102	1.0000		
103	1.0000		
104	1.0000		
105	1.0000		
106	1.0000		
107	1.0000		
108	1.0000		
109	1.0000		
110	1.0000		
111	1.0000		
112	1.0000		
113	1.0000		
114	1.0000		
115	1.0000		
116	1.0000		
117	1.0000		
118	1.0000		
119	1.0000		
120	1.0000		
121	1.0000		
122	1.0000		
123	1.0000		
124	1.0000		 
125	1.0000		
126	1.0000		
127	1.0000		
128	1.0000		
129	1.0000		
130	1.0000		
131	1.0000		
132	1.0000		
133	1.0000		
134	1.0000		
135	1.0000		
136	1.0000		
137	1.0000		
138	1.0000		
139	1.0000		
140	1.0000		
141	1.0000		
142	1.0000		
143	1.0000		
144	1.0000		
145	1.0000		
146	1.0000		
147	1.0000		
148	1.0000		
149	1.0000		
150	1.0000		
151	1.0000		
152	1.0000		
153	1.0000		
154	0.9995		
155	0.9983		
156	0.9963		
157	0.9937		
158	0.9903		
159	0.9861		
160	0.9811		
161	0.9751		
162	0.9682		
163	0.9601		
164	0.9507		
165	0.9398		
166	0.9270		
167	0.9118		
168	0.8932		
169	0.8696		
170	0.8370		
171	0.7815		
172	0.2582		
173	0.1789		
174	0.1408		
175	0.1146		
176	0.0945		
177	0.0782		
178	0.0646		
179	0.0530		
180	0.0431		
181	0.0346		
182	0.0273		
183	0.0210		
184	0.0156		
185	0.0111		
186	0.0074		
187	0.0045		
188	0.0023		
189	0.0009		
190	0.0001		
191	0.0000		
192	0.0000		
193	0.0000		
194	0.0000		
195	0.0000		
196	0.0000		
197	0.0000		
198	0.0000		
199	0.0000		
200	0.0000		
201	0.0000		
202	0.0000		
203	0.0000		
204	0.0000		
205	0.0000		
206	0.0000		
207	0.0000		
208	0.0000		
209	0.0000		
210	0.0000		
211	0.0000		
212	0.0000		
213	0.0000		
214	0.0000		
215	0.0000		
216	0.0000		
217	0.0000		
218	0.0000		
219	0.0000		
220	0.0000		
221	0.0000		
222	0.0000		
223	0.0000		
224	0.0000		
225	0.0000		
226	0.0000		
227	0.0000		
228	0.0000		
229	0.0000		
230	0.0000		
231	0.0000		
232	0.0000		
233	0.0000		
234	0.0000		
235	0.0000		
236	0.0000		
237	0.0000		
238	0.0000		
239	0.0000		
240	0.0000		
241	0.0000		
242	0.0000		
243	0.0000		
244	0.0000		
245	0.0000		
246	0.0000		
247	0.0000		
248	0.0000		
249	0.0000		
250	0.0000		
			
100	0.0000		
101	0.0000		
