102	0.0000		
103	0.0000		
104	0.0000		
105	0.0000		
106	0.0000		
107	0.0000		
108	0.0000		
109	0.0000		
110	0.0000		
111	0.0000		
112	0.0000		
113	0.0000		
114	0.0000		
115	0.0000		
116	0.0000		
117	0.0000		
118	0.0000		
119	0.0000		
120	0.0000		
121	0.0000		
122	0.0000		
123	0.0000		
124	0.0000		
125	0.0000		
126	0.0000		
127	0.0000		
128	0.0000		
129	0.0000		
130	0.0000		
131	0.0000		
132	0.0007		
133	0.0020		
134	0.0040		
135	0.0068		
136	0.0103		
137	0.0146		
138	0.0198		
139	0.0259		
140	0.0330		
141	0.0413		
142	0.0509		
143	0.0620		
144	0.0752		
145	0.0908		
146	0.1100		
147	0.1347		
148	0.1694		
149	0.2327		
150	0.7618		
151	0.8283		
152	0.8638		
153	0.8888		
154	0.9083		
155	0.9241		
156	0.9373		
157	0.9486		
158	0.9583		
159	0.9666		
160	0.9738		
161	0.9799		
162	0.9852		
163	0.9895		
164	0.9931		
165	0.9959		
166	0.9979		
167	0.9993		
168	1.0000		
169	0.9999		
170	0.9992		
171	0.9977		
172	0.9956		
173	0.9927		
174	0.9891		
175	0.9847		
176	0.9794		
177	0.9731		
178	0.9658		
179	0.9573		
180	0.9475		
181	0.9361		
182	0.9226		
183	0.9064		
184	0.8866		
185	0.8608		
186	0.8236		
187	0.7493		
188	0.2230		
189	0.1651		
190	0.1318		
191	0.1079		
192	0.0891		
193	0.0737		
194	0.0608		
195	0.0498		
196	0.0403		
197	0.0322		
198	0.0252		
199	0.0192		
200	0.0141		
201	0.0099		
202	0.0064		
203	0.0038		
204	0.0018		
205	0.0006		
206	0.0000		
207	0.0000		
208	0.0000		
209	0.0000		
210	0.0000		
211	0.0000		
212	0.0000		
213	0.0000		
214	0.0000		
215	0.0000		
216	0.0000		
217	0.0000		
218	0.0000		
219	0.0000		
220	0.0000		
221	0.0000		
222	0.0000		
223	0.0000		
224	0.0000		
225	0.0000		
226	0.0000		
227	0.0000		
228	0.0000		
229	0.0000		
230	0.0000		
231	0.0000		
232	0.0000		
233	0.0000		
234	0.0000		
235	0.0000		
236	0.0000		
237	0.0000		
238	0.0000		
239	0.0000		
240	0.0000		
241	0.0000		
242	0.0000		
243	0.0000		
244	0.0000		
245	0.0000		
246	0.0000		
247	0.0000		
248	0.0000		
249	0.0000		
250	0.0000		
			
100	0.0000		
101	0.0000		
102	0.0000		
103	0.0000		
104	0.0000		
105	0.0000		
106	0.0000		
107	0.0000		
108	0.0000		
109	0.0000		
110	0.0000		
111	0.0000		
112	0.0000		
113	0.0000		
114	0.0000		
115	0.0000		
116	0.0000		
117	0.0000		
118	0.0000		
119	0.0000		
120	0.0000		
121	0.0000		
122	0.0000		
123	0.0000		
124	0.0000		
125	0.0000		
126	0.0000		
127	0.0000		
128	0.0000		
129	0.0000		
130	0.0000		
131	0.0000		
132	0.0000		
133	0.0000		
134	0.0000		
135	0.0000		
136	0.0000		
137	0.0000		
138	0.0000		
139	0.0000		
140	0.0000		
141	0.0000		
142	0.0000		
143	0.0000		
144	0.0000		
145	0.0000		
146	0.0000		
147	0.0000		
148	0.0000		
149	0.0000		
150	0.0000		
151	0.0000		
152	0.0007		
153	0.0020		
154	0.0040		
155	0.0068		
156	0.0103		
157	0.0146		
158	0.0198		
159	0.0259		
160	0.0330		
161	0.0413		
162	0.0509		
163	0.0620		
164	0.0752		
165	0.0908		
166	0.1100		
167	0.1347		
168	0.1694		
169	0.2327		
170	0.7618		
171	0.8283		
172	0.8638		
173	0.8888		
174	0.9083		
175	0.9241		
176	0.9373		
177	0.9486		
178	0.9583		
179	0.9666		
180	0.9738		
181	0.9799		
182	0.9852		
183	0.9895		
184	0.9931		
185	0.9959		
186	0.9979		
187	0.9993		
188	0.9999		
189	1.0000		
190	0.9992		
191	0.9977		
192	0.9956		
193	0.9927		
194	0.9891		
195	0.9847		
196	0.9794		
197	0.9731		
198	0.9658		
199	0.9573		
200	0.9475		
201	0.9361		
202	0.9226		
203	0.9064		
204	0.8866		
205	0.8608		
206	0.8236		
207	0.7493		
208	0.2230		
209	0.1651		
210	0.1318		
211	0.1079		
212	0.0891		
213	0.0737		
214	0.0608		
215	0.0498		
216	0.0403		
217	0.0322		
218	0.0252		
219	0.0192		
220	0.0141		
221	0.0099		
222	0.0064		
223	0.0038		
224	0.0018		
225	0.0006		
226	0.0000		
227	0.0000		
228	0.0000		
229	0.0000		
230	0.0000		
231	0.0000		
232	0.0000		
233	0.0000		
234	0.0000		
235	0.0000		
236	0.0000		
237	0.0000		
238	0.0000		
239	0.0000		
240	0.0000		
241	0.0000		
242	0.0000		
243	0.0000		
244	0.0000		
245	0.0000		
246	0.0000		
247	0.0000		
248	0.0000		
249	0.0000		
250	0.0000		
			
100	0.0000		
101	0.0000		
102	0.0000		
103	0.0000		
104	0.0000		
105	0.0000		
106	0.0000		
107	0.0000		
108	0.0000		
109	0.0000		
110	0.0000		
111	0.0000		
112	0.0000		
113	0.0000		
114	0.0000		
115	0.0000		
116	0.0000		
117	0.0000		
118	0.0000		
119	0.0000		
120	0.0000		
121	0.0000		
122	0.0000		
123	0.0000		
124	0.0000		
125	0.0000		
126	0.0000		
127	0.0000		
128	0.0000		
129	0.0000		
130	0.0000		
131	0.0000		
132	0.0000		
133	0.0000		
134	0.0000		
135	0.0000		
136	0.0000		
137	0.0000		
138	0.0000		
139	0.0000		
140	0.0000		
141	0.0000		
142	0.0000		
143	0.0000		
144	0.0000		
145	0.0000		
146	0.0000		
147	0.0000		
148	0.0000		
149	0.0000		
150	0.0000		
151	0.0000		
152	0.0000		
153	0.0000		
154	0.0000		
155	0.0000		
156	0.0000		
157	0.0000		
158	0.0000		
159	0.0000		
160	0.0000		
161	0.0000		
162	0.0000		
163	0.0000		
164	0.0000		
165	0.0000		
166	0.0000		
167	0.0000		
168	0.0000		
169	0.0000		
170	0.0000		
171	0.0000		
172	0.0007		
173	0.0020		
174	0.0040		
175	0.0068		
176	0.0103		
177	0.0146		
178	0.0198		
179	0.0259		
180	0.0330		
181	0.0413		
182	0.0509		
183	0.0620		
184	0.0752		
185	0.0908		
186	0.1100		
187	0.1347		
188	0.1694		
189	0.2327		
190	0.7618		
191	0.8283		
192	0.8638		
193	0.8888		
194	0.9083		
195	0.9241		
196	0.9373		
197	0.9486		
198	0.9583		
199	0.9666		
200	0.9738		
201	0.9799		
202	0.9852		
203	0.9895		
204	0.9931		
205	0.9959		
206	0.9979		
207	0.9993		
208	0.9999		
209	1.0000		
210	1.0000		
211	1.0000		
212	1.0000		
213	1.0000		
214	1.0000		
215	1.0000		
216	1.0000		
217	1.0000		
218	1.0000		
219	1.0000		
220	1.0000		
221	1.0000		
222	1.0000		
223	1.0000		
224	1.0000		
225	1.0000		
226	1.0000		
227	1.0000		
228	1.0000		
229	1.0000		
230	1.0000		
231	1.0000		
232	1.0000		
233	1.0000		
234	1.0000		
235	1.0000		
236	1.0000		
237	1.0000		
238	1.0000		
239	1.0000		
240	1.0000		
241	1.0000		
242	1.0000		
243	1.0000		
244	1.0000		
245	1.0000		
246	1.0000		
247	1.0000		
248	1.0000		
249	1.0000		
250	1.0000		
